TIME,METRIC VALUE
3308.548958301544,72.0
3314.6757497787476,72.0
3319.1625669002533,73.5
3325.249805688858,71.5
3330.2014994621277,73.0
3335.725570201874,73.0
3342.2567834854126,72.5
3347.4965767860413,72.5
3353.1736648082733,72.5
3358.5820541381836,73.0
3365.772433280945,72.5
3372.043195962906,72.5
3377.445957183838,72.0
3382.6749246120453,71.5
3388.0229036808014,73.0
3393.2308764457703,71.5
3398.513279438019,72.5
3405.2475214004517,72.5
3412.5488154888153,73.0
3417.3049535751343,72.5
3424.2913224697113,72.0
3429.481709241867,72.0
3435.8826694488525,72.5
3441.6121113300323,72.0
3446.7585656642914,72.0
3451.4344041347504,72.0
3456.4187920093536,73.0
3461.481339931488,73.0
3468.6469671726227,72.0
3476.770532608032,72.5
3483.4836854934692,72.0
3489.7931990623474,72.0
3497.1205694675446,72.0
3503.0327830314636,73.0
3508.169292449951,72.0
3513.9795207977295,72.5
3519.8387970924377,71.5
3524.885306119919,72.5
3530.4281075000763,72.0
3536.057834148407,72.0
3541.5968170166016,72.0
3550.1054258346558,73.0
3557.3168251514435,72.0
3563.5494952201843,72.0
3569.655173063278,72.0
3576.985822200775,72.0
3581.5010356903076,72.0
3587.644241333008,71.5
3593.829034805298,71.5
3599.074944257736,72.5
3605.982714653015,71.5
3614.274353504181,73.0
3619.5219428539276,72.0
3625.0302538871765,72.0
3632.3563187122345,73.0
3637.525297641754,72.5
3643.7160398960114,72.5
3649.689255475998,72.0
3657.0747952461243,71.5
3662.63214802742,72.5
3668.194278717041,72.0
3675.4361617565155,72.0
3684.7119495868683,72.0
3690.592638731003,71.5
3699.284670829773,72.5
3705.4759726524353,73.0
3710.6308257579803,73.0
3715.927367925644,73.0
3720.693794965744,72.0
3730.466715335846,71.0
3736.410367488861,72.5
3743.340624332428,72.5
3748.6904468536377,72.0
3754.3520877361298,72.0
3760.9832513332367,72.0
3766.3348348140717,72.0
3773.9817366600037,72.5
3779.846158027649,72.0
3785.1834552288055,73.0
3792.851810693741,72.0
3798.8620133399963,71.5
